Id,SalePrice
1771,131725.84
1772,136279.92
1773,129155.23
1774,124274.66
1775,138177.19
1776,120448.57
1777,117424.516
1778,135597.75
1779,120338.07
1780,176762.6
1781,135901.23
1782,93107.766
1783,131739.5
1784,101615.37
1785,117705.93
1786,146390.67
1787,164620.14
1788,48177.652
1789,96436.88
1790,78713.4
1791,177840.11
1792,157195.4
1793,133332.94
1794,145152.5
1795,141303.94
1796,127199.99
1797,116428.16
1798,127860.3
1799,113098.09
1800,131172.81
1801,131855.34
1802,154373.98
1803,151340.6
1804,143003.11
1805,132951.25
1806,111797.94
1807,126844.6
1808,124535.73
1809,125364.73
1810,145798.12
1811,110481.3
1812,103711.04
1813,120014.14
1814,99221.375
1815,54731.9
1816,97793.38
1817,118429.266
1818,134575.19
1819,117028.49
1820,68480.45
1821,110895.08
1822,157312.73
1823,39375.375
1824,138156.98
1825,133575.83
1826,100694.65
1827,106225.96
1828,141035.06
1829,108489.04
1830,149874.02
1831,156283.72
1832,80945.14
1833,132284.81
1834,116413.66
1835,139732.12
1836,125637.29
1837,87278.24
1838,131781.83
1839,87641.734
1840,169340.78
1841,151427.47
1842,70180.07
1843,133570.44
1844,146290.67
1845,136078.02
1846,151233.97
1847,153406.83
1848,54256.848
1849,124224.55
1850,121331.97
1851,153503.58
1852,133002.33
1853,126580.4
1854,166277.83
1855,140144.22
1856,226455.62
1857,163928.64
1858,137190.81
1859,121069.58
1860,147844.72
1861,121027.33
1862,260055.66
1863,257180.22
1864,257180.22
1865,334866.97
1866,347353.66
1867,245605.22
1868,304046.7
1869,203924.56
1870,248774.86
1871,248477.06
1872,169856.69
1873,238064.42
1874,142033.61
1875,202195.4
1876,192819.89
1877,211132.38
1878,203578.14
1879,132994.61
1880,132849.02
1881,232734.25
1882,249613.02
1883,195085.86
1884,210460.39
1885,262495.56
1886,299230.75
1887,205917.77
1888,273546.7
1889,155680.73
1890,135218.33
1891,145517.64
1892,104053.24
1893,133993.33
1894,124735.64
1895,137597.75
1896,125420.08
1897,118799.35
1898,102759.0
1899,158405.6
1900,154785.89
1901,177130.7
1902,134661.28
1903,217363.34
1904,149467.67
1905,199685.44
1906,174456.55
1907,217539.69
1908,124622.84
1909,139553.64
1910,123742.02
1911,211336.8
1912,272165.62
1913,137149.81
1914,67435.6
1915,314907.22
1916,54257.023
1917,267350.25
1918,140085.47
1919,170838.84
1920,141792.83
1921,430040.7
1922,332327.53
1923,211582.31
1924,227710.02
1925,205407.95
1926,387180.8
1927,136333.52
1928,159089.33
1929,126025.49
1930,132964.16
1931,146282.34
1932,130656.26
1933,175746.16
1934,183849.86
1935,173444.1
1936,188104.62
1937,185805.72
1938,175158.27
1939,236957.2
1940,186546.64
1941,176275.62
1942,193550.78
1943,205512.75
1944,330782.0
1945,378437.38
1946,169252.73
1947,316906.38
1948,170114.89
1949,234274.1
1950,179353.62
1951,271607.88
1952,235444.19
1953,159258.3
1954,186916.95
1955,133320.19
1956,276860.38
1957,159534.16
1958,318001.94
1959,131297.6
1960,126529.22
1961,118125.43
1962,99643.664
1963,106306.4
1964,112343.09
1965,147801.05
1966,154595.52
1967,304448.7
1968,435326.75
1969,409208.06
1970,467642.62
1971,473352.3
1972,418418.78
1973,262122.14
1974,324544.72
1975,519628.88
1976,281931.4
1977,359470.47
1978,407078.12
1979,323436.5
1980,194732.97
1981,346945.1
1982,246255.17
1983,211826.47
1984,168405.6
1985,217780.27
1986,207594.38
1987,180873.03
1988,178343.73
1989,186948.44
1990,218491.61
1991,246822.95
1992,216205.39
1993,163154.97
1994,236978.55
1995,176877.42
1996,242210.03
1997,294161.38
1998,331785.8
1999,261193.94
2000,310784.22
2001,260964.47
2002,232653.55
2003,225948.08
2004,263855.56
2005,221889.34
2006,242566.88
2007,246034.42
2008,216009.47
2009,194405.53
2010,187523.48
2011,136020.55
2012,171578.88
2013,184899.28
2014,182113.3
2015,198632.64
2016,196346.25
2017,202087.27
2018,122960.34
2019,134000.66
2020,106793.59
2021,109795.87
2022,186245.98
2023,142403.38
2024,227407.14
2025,355195.7
2026,177636.17
2027,155058.44
2028,153029.62
2029,174734.75
2030,270960.7
2031,257250.06
2032,273580.72
2033,268215.2
2034,159947.06
2035,216511.44
2036,190436.88
2037,212515.84
2038,324827.97
2039,211828.94
2040,361849.7
2041,277043.44
2042,199478.73
2043,175720.34
2044,175082.66
2045,210854.52
2046,131972.25
2047,150445.78
2048,138761.6
2049,136230.08
2050,178496.02
2051,111290.35
2052,132699.84
2053,150612.14
2054,83582.42
2055,159813.0
2056,132284.77
2057,124619.266
2058,236178.9
2059,125014.48
2060,172537.73
2061,186017.25
2062,135964.3
2063,116469.93
2064,144105.73
2065,124302.766
2066,177359.7
2067,123428.86
2068,117556.0
2069,87928.625
2070,109372.695
2071,86653.08
2072,127622.516
2073,134544.86
2074,183525.33
2075,145471.45
2076,128794.984
2077,151559.72
2078,130388.92
2079,130602.14
2080,114822.26
2081,117368.625
2082,139943.0
2083,143203.02
2084,112151.66
2085,127432.664
2086,125711.24
2087,115738.14
2088,97188.97
2089,78927.88
2090,129511.81
2091,126069.76
2092,134871.78
2093,125086.984
2094,134823.8
2095,149023.17
2096,81512.19
2097,93108.3
2098,152610.89
2099,57747.945
2100,91874.78
2101,119833.64
2102,130525.07
2103,104310.83
2104,118101.35
2105,124008.12
2106,63169.35
2107,246258.66
2108,118112.375
2109,114587.41
2110,131064.52
2111,150745.08
2112,139153.14
2113,124416.66
2114,105809.66
2115,158972.77
2116,117544.54
2117,158362.61
2118,120990.54
2119,110902.445
2120,116201.664
2121,108251.32
2122,102073.766
2123,84979.14
2124,162308.48
2125,123339.28
2126,164322.7
2127,160740.58
2128,122019.22
2129,97528.31
2130,148587.33
2131,158440.38
2132,120764.89
2133,116169.19
2134,124284.75
2135,94555.125
2136,64329.19
2137,114435.664
2138,140176.12
2139,152079.5
2140,140551.94
2141,150190.6
2142,128990.53
2143,142477.86
2144,105810.734
2145,138614.94
2146,162576.97
2147,139678.16
2148,130090.12
2149,142642.47
2150,229988.14
2151,122907.91
2152,177801.16
2153,157549.27
2154,112899.21
2155,130571.79
2156,238384.06
2157,232556.97
2158,233864.52
2159,215657.78
2160,160750.45
2161,243358.39
2162,464962.56
2163,355278.38
2164,244948.95
2165,187290.42
2166,152029.83
2167,211954.0
2168,210692.3
2169,193131.38
2170,222299.73
2171,139884.55
2172,137076.48
2173,154395.17
2174,236387.53
2175,320660.03
2176,346469.0
2177,252102.02
2178,210371.53
2179,141033.73
2180,192007.22
2181,188853.38
2182,221065.17
2183,189804.69
2184,136730.58
2185,115224.52
2186,143569.9
2187,150290.52
2188,159228.38
2189,200970.6
2190,85345.734
2191,88712.664
2192,90466.94
2193,95691.836
2194,106334.96
2195,111571.59
2196,102467.07
2197,114827.16
2198,158849.8
2199,178095.1
2200,145162.78
2201,138343.05
2202,222344.23
2203,166931.45
2204,189043.62
2205,107520.26
2206,145106.89
2207,202546.94
2208,250760.0
2209,219345.67
2210,130253.8
2211,113875.91
2212,108185.35
2213,111734.94
2214,130838.586
2215,100787.086
2216,140443.7
2217,69603.07
2218,85179.836
2219,70268.29
2220,77846.15
2221,314525.1
2222,249655.94
2223,261438.22
2224,211078.44
2225,131278.14
2226,174348.42
2227,195334.84
2228,273545.25
2229,242171.97
2230,150839.75
2231,213727.44
2232,174062.75
2233,162980.39
2234,269950.5
2235,209480.42
2236,285289.44
2237,366841.88
2238,207082.2
2239,120459.13
2240,158995.48
2241,158569.36
2242,128369.695
2243,128087.41
2244,101372.53
2245,100015.64
2246,148502.03
2247,107453.55
2248,130672.766
2249,125014.99
2250,132288.03
2251,111528.74
2252,169096.2
2253,160708.53
2254,179823.9
2255,190339.27
2256,183697.5
2257,187878.34
2258,171268.78
2259,178133.64
2260,155431.0
2261,179901.89
2262,214376.58
2263,345272.22
2264,426019.75
2265,175277.89
2266,294110.66
2267,343620.34
2268,378176.56
2269,156200.52
2270,181107.58
2271,224502.34
2272,193816.2
2273,162339.25
2274,177339.4
2275,163380.75
2276,192905.25
2277,181860.1
2278,154743.25
2279,123066.805
2280,126812.29
2281,172367.52
2282,183953.06
2283,97816.91
2284,108023.836
2285,149302.25
2286,123493.47
2287,362201.9
2288,275820.4
2289,371425.97
2290,428682.06
2291,301940.12
2292,401952.1
2293,489969.22
2294,422266.84
2295,421033.6
2296,290868.56
2297,314656.47
2298,315267.6
2299,410536.66
2300,338086.6
2301,270129.1
2302,235588.06
2303,249941.62
2304,234574.23
2305,179989.33
2306,183363.38
2307,187099.81
2308,215388.28
2309,282970.78
2310,217857.22
2311,204028.98
2312,171452.42
2313,176355.22
2314,166040.61
2315,176565.47
2316,187922.78
2317,185804.5
2318,180184.67
2319,170304.7
2320,190284.88
2321,256032.34
2322,170738.61
2323,179494.31
2324,166967.45
2325,203684.94
2326,165866.97
2327,216673.02
2328,225220.03
2329,181384.69
2330,173174.53
2331,378087.53
2332,449775.8
2333,320911.97
2334,258850.66
2335,247378.61
2336,348295.66
2337,218316.42
2338,295633.9
2339,209937.06
2340,387308.3
2341,213446.8
2342,238107.02
2343,226357.25
2344,229739.17
2345,222385.83
2346,224036.33
2347,216342.95
2348,238112.72
2349,170207.33
2350,271215.16
2351,250756.02
2352,252688.39
2353,243435.4
2354,126657.56
2355,144514.36
2356,154285.34
2357,191017.61
2358,191757.16
2359,124154.04
2360,119494.9
2361,140920.69
2362,277494.9
2363,139895.97
2364,155418.98
2365,221229.1
2366,181905.52
2367,217318.73
2368,204023.7
2369,217821.05
2370,173142.23
2371,173112.27
2372,190647.9
2373,283958.16
2374,321093.97
2375,263059.12
2376,280074.66
2377,403989.34
2378,141737.75
2379,192402.3
2380,140163.27
2381,163236.0
2382,190393.95
2383,195692.88
2384,253709.81
2385,159737.19
2386,137722.52
2387,137158.69
2388,96059.625
2389,126760.555
2390,142836.67
2391,142067.36
2392,117319.266
2393,167110.56
2394,146425.94
2395,199700.44
2396,143771.45
2397,214598.06
2398,124703.21
2399,48618.523
2400,49489.49
2401,117699.58
2402,141204.23
2403,126756.97
2404,150211.9
2405,160275.23
2406,136287.05
2407,127398.94
2408,138663.28
2409,130374.42
2410,171241.05
2411,122292.61
2412,162119.75
2413,137926.73
2414,138450.19
2415,125325.61
2416,128115.68
2417,126051.11
2418,125896.88
2419,128391.445
2420,125898.164
2421,144731.25
2422,123955.85
2423,130901.13
2424,155944.4
2425,219187.23
2426,124302.805
2427,136803.48
2428,175601.11
2429,117981.66
2430,128482.305
2431,107583.71
2432,143337.39
2433,143904.52
2434,140674.17
2435,144530.42
2436,108604.62
2437,114423.16
2438,125052.29
2439,103892.95
2440,119460.875
2441,101323.94
2442,106887.11
2443,116143.29
2444,121877.94
2445,78280.61
2446,132223.69
2447,160851.86
2448,137101.8
2449,111612.33
2450,151153.64
2451,125069.11
2452,203785.64
2453,97188.07
2454,124895.48
2455,115463.45
2456,137493.53
2457,131449.14
2458,121237.664
2459,106101.984
2460,153270.61
2461,123424.47
2462,139816.03
2463,127302.29
2464,170821.92
2465,133728.3
2466,115216.11
2467,144218.27
2468,82764.914
2469,66599.66
2470,166768.33
2471,207068.6
2472,175436.5
2473,117985.45
2474,89920.234
2475,226115.58
2476,116104.914
2477,131008.01
2478,156709.42
2479,107042.42
2480,150146.44
2481,123258.35
2482,133183.58
2483,116778.88
2484,126138.625
2485,127714.984
2486,158059.73
2487,182485.72
2488,156583.98
2489,145080.81
2490,155835.58
2491,85406.12
2492,175451.53
2493,144311.75
2494,146340.38
2495,79842.914
2496,242875.62
2497,152344.62
2498,109853.74
2499,96553.125
2500,126227.1
2501,133770.8
2502,149110.55
2503,94733.05
2504,183155.06
2505,223450.66
2506,256299.8
2507,289988.56
2508,256059.3
2509,212289.94
2510,226831.06
2511,179579.1
2512,213106.45
2513,217742.9
2514,235516.36
2515,160690.25
2516,166758.94
2517,143995.3
2518,154124.22
2519,227602.36
2520,214508.56
2521,183512.7
2522,221908.89
2523,122626.875
2524,139618.03
2525,148723.11
2526,140960.77
2527,114917.01
2528,127488.88
2529,131319.05
2530,122162.15
2531,245265.19
2532,227319.75
2533,199973.05
2534,227612.69
2535,338551.0
2536,231929.12
2537,237826.94
2538,176907.38
2539,186654.97
2540,174460.58
2541,181884.75
2542,161445.12
2543,126531.055
2544,130711.336
2545,127248.53
2546,133871.61
2547,139208.86
2548,150192.44
2549,166739.8
2550,237598.02
2551,144382.05
2552,122904.77
2553,82340.68
2554,109985.93
2555,123434.12
2556,99900.43
2557,102644.375
2558,156665.12
2559,132420.75
2560,135261.28
2561,145653.12
2562,132395.08
2563,147237.02
2564,183364.25
2565,140694.53
2566,169458.9
2567,131515.7
2568,200366.62
2569,207003.28
2570,132902.1
2571,180779.69
2572,156859.16
2573,227130.86
2574,268281.12
2575,121497.39
2576,125554.38
2577,154452.75
2578,88638.65
2579,65319.277
2580,136068.84
2581,129881.7
2582,122207.8
2583,271415.72
2584,166975.69
2585,182913.8
2586,202511.44
2587,200277.72
2588,160413.58
2589,147319.31
2590,219877.08
2591,214104.2
2592,208038.81
2593,244005.33
2594,181919.56
2595,194857.77
2596,341993.28
2597,178098.48
2598,279013.5
2599,313244.25
2600,148871.67
2601,141849.55
2602,82426.234
2603,93180.98
2604,86008.375
2605,75184.54
2606,146863.9
2607,174913.23
2608,205252.9
2609,168701.08
2610,119526.07
2611,129042.29
2612,155340.45
2613,131268.23
2614,130198.64
2615,151563.39
2616,142803.03
2617,179757.64
2618,189058.22
2619,209623.12
2620,189356.83
2621,178491.89
2622,183549.44
2623,256402.77
2624,291272.84
2625,300062.28
2626,172152.03
2627,164738.69
2628,429680.28
2629,528527.75
2630,376746.8
2631,467168.53
2632,455728.9
2633,316149.4
2634,386152.72
2635,153143.77
2636,183443.56
2637,169950.83
2638,258044.31
2639,190530.05
2640,153298.23
2641,107018.93
2642,192366.72
2643,110549.52
2644,126597.72
2645,101240.31
2646,90524.016
2647,100526.41
2648,136735.4
2649,147593.08
2650,149636.14
2651,144271.92
2652,439593.16
2653,249493.19
2654,260959.38
2655,347820.38
2656,286432.47
2657,330033.06
2658,288266.88
2659,316766.25
2660,333403.6
2661,339438.03
2662,319301.62
2663,286821.06
2664,275543.0
2665,318903.75
2666,279018.56
2667,163398.08
2668,179695.33
2669,176539.4
2670,295910.28
2671,182294.94
2672,185183.3
2673,205687.83
2674,202817.83
2675,168256.78
2676,184002.56
2677,193981.8
2678,259284.56
2679,287150.6
2680,275036.16
2681,444502.22
2682,372333.5
2683,525502.1
2684,315628.78
2685,362242.88
2686,254015.14
2687,344830.7
2688,219457.42
2689,206140.11
2690,456990.62
2691,191628.16
2692,129307.96
2693,202082.23
2694,120202.75
2695,185370.36
2696,178570.95
2697,184854.84
2698,187995.62
2699,178656.28
2700,159553.69
2701,141759.27
2702,113132.32
2703,132861.8
2704,142859.52
2705,122602.53
2706,124469.88
2707,126943.08
2708,138621.64
2709,118719.016
2710,129531.28
2711,271086.7
2712,372690.4
2713,170124.22
2714,148525.56
2715,170684.39
2716,156226.17
2717,183908.27
2718,224519.08
2719,161340.53
2720,166252.28
2721,138574.3
2722,162098.78
2723,141483.64
2724,132358.77
2725,138446.8
2726,145407.97
2727,166597.97
2728,170020.77
2729,151615.14
2730,144253.73
2731,126582.18
2732,126537.85
2733,157149.55
2734,131426.67
2735,139182.52
2736,139582.53
2737,126168.445
2738,130070.68
2739,155626.1
2740,140015.92
2741,147039.83
2742,156743.05
2743,148249.52
2744,154729.6
2745,132015.34
2746,140357.89
2747,161759.55
2748,120011.74
2749,127664.85
2750,141732.17
2751,140391.73
2752,192387.67
2753,157146.12
2754,220700.05
2755,129157.34
2756,95624.695
2757,64969.957
2758,86942.98
2759,162242.84
2760,134096.06
2761,145325.14
2762,147632.08
2763,195712.98
2764,166304.44
2765,275277.78
2766,140398.58
2767,93690.73
2768,127606.52
2769,125786.6
2770,145327.3
2771,115168.445
2772,121844.75
2773,155126.42
2774,142430.39
2775,125373.52
2776,145273.45
2777,135293.55
2778,118554.51
2779,117741.69
2780,101455.06
2781,98503.9
2782,92564.8
2783,110191.83
2784,124936.55
2785,130353.46
2786,71622.14
2787,117797.8
2788,79888.93
2789,211173.48
2790,94250.484
2791,115379.555
2792,60249.695
2793,182119.9
2794,112821.49
2795,124592.41
2796,101092.555
2797,203837.33
2798,122117.33
2799,119151.92
2800,65535.17
2801,112794.266
2802,132466.75
2803,154254.22
2804,140748.75
2805,101402.89
2806,75102.51
2807,147222.16
2808,151256.86
2809,134225.77
2810,139417.38
2811,158186.81
2812,150740.06
2813,138217.5
2814,141126.3
2815,103635.49
2816,239175.06
2817,138784.6
2818,132746.38
2819,171153.84
2820,126176.5
2821,94581.26
2822,202696.44
2823,270114.78
2824,179176.84
2825,169989.56
2826,130959.266
2827,136733.8
2828,207798.02
2829,184997.05
2830,240744.81
2831,186031.9
2832,235040.42
2833,283366.03
2834,217955.56
2835,215991.6
2836,186523.6
2837,161161.02
2838,146634.3
2839,185136.83
2840,205048.6
2841,206362.88
2842,224015.7
2843,150104.61
2844,157502.98
2845,121523.086
2846,214454.98
2847,204587.81
2848,224126.98
2849,205910.31
2850,281583.25
2851,239456.39
2852,235955.7
2853,236148.31
2854,140515.02
2855,203016.05
2856,206821.03
2857,184882.28
2858,192885.05
2859,128466.195
2860,126286.13
2861,125413.4
2862,189739.03
2863,122838.24
2864,256072.55
2865,142322.53
2866,132272.28
2867,95866.91
2868,104202.69
2869,116406.95
2870,128020.89
2871,91545.5
2872,52511.438
2873,99944.57
2874,143580.28
2875,112584.734
2876,152742.75
2877,144553.38
2878,172104.97
2879,143251.39
2880,99342.67
2881,149134.94
2882,167802.36
2883,175701.62
2884,198315.56
2885,213253.38
2886,215053.67
2887,99204.84
2888,129047.52
2889,48144.438
2890,77116.98
2891,131452.34
2892,49366.13
2893,108388.74
2894,59212.418
2895,301586.44
2896,278472.72
2897,209047.98
2898,150487.86
2899,213283.25
2900,159491.19
2901,212514.23
2902,177587.33
2903,374180.16
2904,348699.25
2905,97742.28
2906,205477.28
2907,114005.06
2908,134991.69
2909,136426.1
2910,78422.01
2911,82418.19
2912,149433.7
2913,79423.57
2914,74177.086
2915,82615.85
2916,74041.734
2917,168977.77
2918,117794.586
2919,220280.28
